1700,-0.105795222
1700.097847,-0.090900761
1700.195695,0.055145404
1700.293542,0.229220801
1700.391389,0.004153939
1700.489237,-0.111792545
1700.587084,0.053905832
1700.684932,-0.05961597
1700.782779,-0.00191305
1700.880626,0.117500122
1700.978474,-0.074787095
1701.076321,0.000902525
1701.174168,-0.087810789
1701.272016,-0.015643417
1701.369863,0.025657045
1701.46771,-0.098877905
1701.565558,-0.033882197
1701.663405,-0.023618403
1701.761252,-0.063765501
1701.8591,-0.118761229
1701.956947,-0.142121723
1702.054795,-0.01534952
1702.152642,-0.026905696
1702.250489,0.223136679
1702.348337,-0.243476758
1702.446184,0.01127265
1702.544031,0.037044454
1702.641879,0.135963386
1702.739726,0.050185721
1702.837573,-0.08442137
1702.935421,9.76E-07
1703.033268,0.054235257
1703.131115,-0.03135082
1703.228963,0.077101174
1703.32681,-0.186809065
1703.424658,0.173118467
1703.522505,0.146767801
1703.620352,-0.033567734
1703.7182,0.061134078
1703.816047,0.004797059
1703.913894,-0.082913529
1704.011742,0.008771022
1704.109589,0.100036589
1704.207436,-0.038109252
1704.305284,-0.037566942
1704.403131,-0.007447076
1704.500978,0.043349633
1704.598826,0.127837923
1704.696673,-0.063467931
1704.794521,0.050839624
1704.892368,0.021611601
1704.990215,-0.185861239
1705.088063,-0.041931648
1705.18591,-0.01323289
1705.283757,-0.003957024
1705.381605,0.032600343
1705.479452,-0.204032305
1705.577299,0.004625552
1705.675147,-0.067767558
1705.772994,-0.143943903
1705.870841,0.052429643
1705.968689,0.073527958
1706.066536,-0.065325027
1706.164384,0.084245628
1706.262231,-0.038151648
1706.360078,0.006648901
1706.457926,-0.109873895
1706.555773,0.158448706
1706.65362,-0.265944946
1706.751468,-0.009145262
1706.849315,0.069511961
1706.947162,-0.203346655
1707.04501,-0.018946926
1707.142857,-0.007721867
1707.240705,0.082470301
1707.338552,0.124821292
1707.436399,-0.040389227
1707.534247,-0.138451867
1707.632094,0.136723542
1707.729941,0.121788563
1707.827789,-0.046200535
1707.925636,0.035088849
1708.023483,0.038186623
1708.121331,0.056627544
1708.219178,0.020420798
1708.317025,0.140669624
1708.414873,-0.17379595
1708.51272,0.104082395
1708.610568,0.038047197
1708.708415,-0.021713527
